lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0210	934.0	688.0	2882.0	1724.0	482.0	4014.0	5059.0	4566.0	1041.0	6108.0	3403.0	4036.0	2900.0	4258.0	795.0	1626.0	1957.0	901.0	1823.0	1645.0	4895.0	1333.0	5785.0	5084.0	1081.0	7501.0	9126.0	6768.0	4093.0	4169.0	313.0	535.0	471.0	2770.0	104768.0	1390072.0	2053342.583164
sub-0211	1032.0	798.0	1875.0	1412.0	484.0	2853.0	3737.0	3664.0	1113.0	4641.0	2676.0	2723.0	1657.0	3546.0	714.0	1391.0	1422.0	647.0	1325.0	878.0	3714.0	1236.0	4048.0	4024.0	746.0	5463.0	7154.0	5569.0	3718.0	3677.0	262.0	422.0	442.0	2419.0	81479.3	1107703.0	1596471.053591
sub-0212	952.0	679.0	2082.0	1888.0	643.0	3261.0	5527.0	3845.0	888.0	5820.0	2771.0	2703.0	2244.0	3869.0	586.0	1461.0	1686.0	679.0	1429.0	1757.0	4961.0	1152.0	5071.0	3633.0	899.0	5881.0	7078.0	5395.0	4152.0	3843.0	290.0	464.0	461.0	2431.0	90474.8	1292132.0	1838155.540344
sub-0213	1271.0	521.0	2399.0	1401.0	268.0	2816.0	4801.0	3465.0	874.0	4783.0	2560.0	2555.0	1785.0	3220.0	673.0	1081.0	1594.0	626.0	1233.0	1150.0	3635.0	993.0	4533.0	3111.0	826.0	5455.0	6767.0	4967.0	3858.0	3600.0	203.0	429.0	457.0	2331.0	80233.4	1040497.0	1237357.838789
sub-0214	1350.0	713.0	1997.0	1509.0	433.0	2980.0	5623.0	4026.0	960.0	4883.0	3131.0	3288.0	2209.0	3968.0	647.0	1990.0	2133.0	778.0	1608.0	1485.0	5061.0	1364.0	4878.0	4508.0	1017.0	6584.0	7548.0	6556.0	4321.0	4407.0	257.0	443.0	430.0	2486.0	95566.2	1235280.0	1751370.639532
sub-0215	1322.0	471.0	1578.0	1042.0	257.0	3012.0	4691.0	3427.0	884.0	3999.0	2419.0	2724.0	1687.0	3123.0	767.0	1218.0	1255.0	663.0	955.0	1067.0	3511.0	1045.0	4263.0	4073.0	617.0	5099.0	7017.0	5811.0	3713.0	4799.0	208.0	402.0	382.0	2012.0	79417.6	1106682.0	1599687.223698
sub-0216	825.0	565.0	1938.0	1223.0	537.0	2629.0	3931.0	3274.0	633.0	5044.0	2169.0	2402.0	1619.0	2811.0	621.0	1280.0	1371.0	565.0	961.0	986.0	3506.0	993.0	3773.0	3228.0	804.0	4988.0	6550.0	5000.0	3154.0	2960.0	220.0	490.0	350.0	1983.0	73382.7	986997.0	1336491.053252
sub-0217	909.0	588.0	1805.0	1483.0	397.0	2817.0	4469.0	3489.0	837.0	4870.0	2348.0	2886.0	1406.0	3127.0	527.0	1343.0	1419.0	601.0	1317.0	1401.0	3604.0	1015.0	4318.0	3300.0	662.0	5298.0	7541.0	4749.0	3663.0	3727.0	243.0	451.0	417.0	2458.0	79474.2	1136414.0	1551531.748586
sub-0218	1289.0	600.0	1732.0	1813.0	432.0	3181.0	4861.0	3441.0	848.0	5752.0	2832.0	3936.0	2093.0	3152.0	616.0	1317.0	1896.0	740.0	1560.0	2145.0	4059.0	956.0	4345.0	3406.0	804.0	6432.0	7533.0	4509.0	3429.0	3644.0	295.0	460.0	362.0	2096.0	86565.3	1150755.0	1565357.992533
sub-0219	1056.0	610.0	1873.0	1506.0	595.0	3220.0	4666.0	3600.0	1124.0	5546.0	3051.0	2967.0	2010.0	3531.0	753.0	1412.0	1705.0	819.0	1680.0	1374.0	3558.0	1170.0	4307.0	4421.0	893.0	6660.0	7725.0	6596.0	4759.0	4731.0	246.0	486.0	569.0	2601.0	91817.5	1200766.0	1259916.844076
sub-0220	849.0	528.0	2273.0	1655.0	409.0	3307.0	4907.0	3234.0	1152.0	5706.0	2823.0	3084.0	1893.0	3172.0	664.0	1056.0	1864.0	695.0	1531.0	1346.0	3640.0	1175.0	4348.0	3760.0	859.0	5022.0	7167.0	5657.0	3602.0	3638.0	260.0	427.0	442.0	2608.0	84740.7	1166336.0	1206517.35913
sub-0221	1212.0	436.0	2039.0	1345.0	256.0	2819.0	5079.0	3275.0	1030.0	4635.0	2448.0	3082.0	2183.0	3219.0	604.0	1144.0	1864.0	667.0	1433.0	1130.0	3992.0	1110.0	4161.0	4003.0	685.0	4995.0	6976.0	5057.0	4091.0	4096.0	253.0	442.0	418.0	2229.0	82404.5	1143304.0	1605671.111892
sub-0222	1325.0	796.0	3118.0	1594.0	481.0	3291.0	5591.0	3728.0	832.0	5924.0	3014.0	2990.0	2302.0	3423.0	692.0	1608.0	1612.0	712.0	1155.0	1281.0	4679.0	926.0	5242.0	4625.0	1304.0	6981.0	8469.0	5613.0	4721.0	4886.0	300.0	476.0	506.0	2603.0	96791.5	1338385.0	1884993.626076
sub-0223	871.0	445.0	2453.0	1201.0	456.0	2897.0	4313.0	2961.0	1045.0	5510.0	2433.0	2228.0	1572.0	2669.0	560.0	1342.0	1521.0	672.0	1477.0	1042.0	3708.0	1306.0	4195.0	3911.0	715.0	5375.0	7154.0	5272.0	3809.0	3459.0	226.0	401.0	454.0	2285.0	79936.2	1072689.0	1267296.615451
sub-0224	1022.0	714.0	2376.0	1820.0	553.0	3368.0	4168.0	4257.0	1046.0	6910.0	2950.0	3315.0	2145.0	3947.0	698.0	1450.0	1401.0	718.0	1157.0	1590.0	4436.0	1173.0	5203.0	3949.0	918.0	5621.0	7800.0	5752.0	4093.0	4334.0	225.0	581.0	397.0	2723.0	92787.1	1317993.0	1914302.345515
sub-0225	1334.0	769.0	2845.0	1655.0	373.0	3619.0	5956.0	4560.0	1101.0	6833.0	3026.0	3134.0	1995.0	4556.0	708.0	1510.0	2158.0	812.0	1581.0	1266.0	4578.0	1185.0	5507.0	4590.0	1068.0	7296.0	9078.0	6429.0	5099.0	5153.0	254.0	395.0	545.0	2935.0	103902.0	1377204.0	1907990.83015
sub-0226	889.0	728.0	2673.0	1424.0	557.0	4082.0	5058.0	3538.0	1075.0	6277.0	2965.0	3267.0	2179.0	3523.0	820.0	1525.0	1580.0	829.0	1447.0	1313.0	4874.0	1479.0	5523.0	3914.0	1053.0	6885.0	8115.0	5538.0	3779.0	3992.0	301.0	498.0	482.0	2573.0	94743.3	1302245.0	1701974.11034
sub-0227	1383.0	669.0	2708.0	1716.0	559.0	3613.0	5912.0	4112.0	1289.0	6192.0	3051.0	3577.0	1954.0	3657.0	696.0	1476.0	1897.0	862.0	1161.0	1696.0	4497.0	1227.0	4753.0	4456.0	1095.0	6486.0	7414.0	6216.0	4504.0	5126.0	277.0	483.0	478.0	2912.0	98097.9	1282767.0	1758098.046634
sub-0228	1198.0	1071.0	2623.0	1803.0	462.0	3410.0	4221.0	4538.0	1112.0	5423.0	2830.0	3118.0	2037.0	3604.0	879.0	1308.0	1690.0	672.0	1456.0	1649.0	4340.0	1517.0	4736.0	4083.0	1113.0	7109.0	8165.0	6326.0	4574.0	4238.0	342.0	516.0	466.0	2468.0	95095.6	1292248.0	1847362.453208
sub-0229	1009.0	570.0	2089.0	1633.0	429.0	3425.0	5409.0	4030.0	1137.0	6163.0	3065.0	3478.0	2355.0	3936.0	659.0	1334.0	2031.0	906.0	1736.0	1249.0	4284.0	1340.0	5175.0	3845.0	953.0	5798.0	8423.0	5992.0	4161.0	4513.0	249.0	492.0	464.0	2285.0	94613.8	1264893.0	1627972.854906
sub-0230	1000.0	599.0	2102.0	1594.0	680.0	3988.0	4677.0	3776.0	955.0	5769.0	2862.0	3594.0	2082.0	3013.0	707.0	1214.0	1489.0	826.0	1100.0	1373.0	4089.0	1088.0	4694.0	4307.0	895.0	6341.0	8060.0	5841.0	4145.0	4745.0	252.0	500.0	451.0	2380.0	91173.9	1243760.0	1674445.778381
sub-0231	1494.0	723.0	2737.0	1570.0	341.0	3363.0	4940.0	4204.0	909.0	7269.0	3063.0	3165.0	2034.0	3928.0	657.0	1483.0	2009.0	971.0	1763.0	1581.0	4659.0	1450.0	5366.0	4149.0	1002.0	7459.0	7562.0	5762.0	4237.0	4006.0	316.0	463.0	452.0	2529.0	97616.6	1310196.0	1891744.752054
sub-0232	938.0	554.0	1998.0	1543.0	464.0	3333.0	4222.0	4322.0	888.0	5139.0	2769.0	2546.0	2087.0	3222.0	663.0	1298.0	1697.0	662.0	1318.0	1321.0	3748.0	1055.0	4801.0	4002.0	687.0	5391.0	7243.0	5426.0	3788.0	3422.0	265.0	460.0	395.0	2211.0	83862.2	1172023.0	1656794.061747
sub-0233	980.0	475.0	2399.0	1459.0	432.0	3154.0	4127.0	3418.0	1022.0	5267.0	3161.0	2807.0	2062.0	3380.0	667.0	1405.0	1463.0	760.0	1435.0	1322.0	4109.0	1162.0	4625.0	3717.0	619.0	5847.0	7216.0	5563.0	4234.0	4118.0	232.0	393.0	463.0	2071.0	85563.1	1161702.0	1652031.867012
sub-0234	1219.0	1231.0	2800.0	2469.0	699.0	3994.0	5528.0	4105.0	1423.0	7976.0	3575.0	4303.0	2732.0	4033.0	771.0	1662.0	1736.0	995.0	1720.0	2481.0	5248.0	2240.0	6279.0	5734.0	1191.0	8506.0	9673.0	7774.0	4746.0	4566.0	372.0	610.0	584.0	2934.0	115896.0	1491310.0	2065205.992882
sub-0235	1205.0	682.0	2017.0	2075.0	490.0	3024.0	4011.0	3554.0	1243.0	5676.0	2851.0	3658.0	2071.0	3741.0	684.0	1521.0	1946.0	643.0	1400.0	1852.0	4250.0	1375.0	5364.0	3742.0	1048.0	6689.0	8841.0	5681.0	5071.0	5701.0	326.0	489.0	504.0	2608.0	96017.1	1337042.0	1899521.138721
sub-0236	809.0	466.0	1998.0	1680.0	495.0	3084.0	4219.0	3818.0	1136.0	5534.0	2592.0	3082.0	1774.0	3326.0	797.0	1290.0	1775.0	640.0	1464.0	1350.0	3678.0	938.0	4567.0	3677.0	792.0	6037.0	7860.0	5246.0	4455.0	3840.0	233.0	446.0	459.0	2263.0	85821.5	1187817.0	1626288.111597
sub-0237	1118.0	821.0	2170.0	1489.0	609.0	3110.0	4848.0	3349.0	885.0	5360.0	3024.0	2705.0	2118.0	3747.0	657.0	1573.0	2126.0	798.0	1718.0	1226.0	4122.0	1184.0	5154.0	4025.0	976.0	5701.0	6893.0	6214.0	4293.0	4730.0	259.0	446.0	507.0	2513.0	90466.0	1230538.0	1636431.996767
sub-0238	993.0	510.0	2473.0	1374.0	335.0	2690.0	4183.0	3210.0	1001.0	4828.0	2852.0	2789.0	1650.0	2752.0	611.0	1441.0	1613.0	725.0	1260.0	1187.0	4310.0	1102.0	5389.0	3476.0	841.0	5225.0	7659.0	5434.0	4488.0	4359.0	214.0	479.0	459.0	2579.0	84450.7	1124904.0	1667972.199382
sub-0239	832.0	712.0	2948.0	1836.0	605.0	3630.0	4333.0	3467.0	1159.0	7117.0	3370.0	3425.0	2123.0	3212.0	777.0	1578.0	1829.0	874.0	1573.0	1570.0	4497.0	1513.0	5478.0	3901.0	878.0	7617.0	8509.0	5512.0	4669.0	4040.0	298.0	524.0	632.0	2654.0	97684.4	1300939.0	1904759.513157
sub-0240	873.0	443.0	1914.0	955.0	604.0	3307.0	4292.0	3344.0	750.0	4474.0	2605.0	2127.0	1816.0	2979.0	670.0	1140.0	1437.0	591.0	1105.0	817.0	3724.0	901.0	4155.0	3287.0	727.0	4799.0	6434.0	5277.0	3377.0	4064.0	228.0	509.0	389.0	2237.0	76348.1	1074300.0	1476692.392208
sub-0241	909.0	609.0	2257.0	1238.0	371.0	2761.0	4764.0	3288.0	836.0	4271.0	2434.0	2579.0	1622.0	3037.0	627.0	1242.0	1579.0	708.0	1203.0	1072.0	3706.0	1140.0	4059.0	3436.0	766.0	5277.0	6804.0	4585.0	3328.0	2824.0	217.0	430.0	385.0	2042.0	76399.8	1028693.0	1257518.752394
sub-0242	1404.0	904.0	2387.0	1562.0	600.0	4188.0	5654.0	4047.0	1061.0	5760.0	3009.0	2719.0	2585.0	3677.0	663.0	1800.0	2238.0	947.0	1782.0	1170.0	4268.0	1486.0	5112.0	4405.0	916.0	6864.0	8329.0	5572.0	4943.0	5333.0	312.0	541.0	514.0	2646.0	99394.3	1267826.0	1728003.408281
sub-0243	924.0	506.0	1716.0	1198.0	406.0	2478.0	3851.0	3168.0	624.0	4941.0	2146.0	2622.0	1621.0	3019.0	605.0	1043.0	1170.0	660.0	1059.0	1039.0	3368.0	996.0	3859.0	3137.0	768.0	5011.0	6441.0	4604.0	3519.0	2840.0	251.0	422.0	403.0	2119.0	72529.5	960084.0	1248769.243653
sub-0244	918.0	432.0	2743.0	1610.0	439.0	3206.0	5646.0	3866.0	1015.0	5332.0	3117.0	3099.0	2408.0	3609.0	624.0	1381.0	2322.0	720.0	1481.0	1454.0	4189.0	1063.0	4653.0	4202.0	939.0	7634.0	7507.0	5588.0	4071.0	4161.0	255.0	549.0	493.0	2465.0	93183.1	1280140.0	1864258.452552
sub-0245	1236.0	624.0	3046.0	1717.0	334.0	3501.0	5816.0	3808.0	1075.0	6451.0	3364.0	3072.0	2324.0	3636.0	752.0	1305.0	1704.0	780.0	1471.0	1491.0	4108.0	1278.0	5552.0	3750.0	816.0	6978.0	8523.0	5479.0	4537.0	3707.0	280.0	486.0	462.0	2555.0	95982.9	1324045.0	1830558.120579
sub-0246	1070.0	855.0	2537.0	1383.0	530.0	3574.0	5625.0	3486.0	1289.0	5215.0	3360.0	2539.0	2389.0	3620.0	782.0	1405.0	1427.0	957.0	1480.0	1084.0	4024.0	1496.0	4305.0	4740.0	1152.0	7960.0	9404.0	6253.0	4574.0	5152.0	282.0	441.0	507.0	2785.0	97679.9	1373043.0	1940447.248043
sub-0247	1221.0	741.0	2473.0	1757.0	486.0	3480.0	5010.0	4028.0	1131.0	4702.0	2792.0	3312.0	2186.0	3389.0	613.0	1348.0	1540.0	672.0	1427.0	1401.0	4253.0	1494.0	5112.0	3941.0	754.0	5648.0	7446.0	6366.0	4108.0	5504.0	248.0	469.0	410.0	2434.0	91893.8	1280172.0	1843151.949042
sub-0248	1163.0	736.0	2154.0	1491.0	430.0	3320.0	5813.0	3610.0	1246.0	5410.0	3055.0	3582.0	2689.0	3690.0	700.0	1504.0	1783.0	816.0	1588.0	1497.0	4362.0	1376.0	4796.0	4191.0	1147.0	6424.0	7540.0	6190.0	3833.0	4373.0	294.0	546.0	367.0	2618.0	94326.4	1296822.0	1811983.378751
sub-0249	1003.0	532.0	2147.0	1756.0	477.0	3405.0	3918.0	3431.0	973.0	5444.0	2588.0	3346.0	1805.0	3356.0	564.0	1049.0	1639.0	698.0	1276.0	1720.0	4111.0	966.0	4289.0	3696.0	660.0	5420.0	6664.0	5618.0	3720.0	3905.0	237.0	426.0	421.0	2136.0	83332.5	1130137.0	1629689.695489
sub-0250	1152.0	657.0	2391.0	1915.0	582.0	3263.0	4639.0	3989.0	1309.0	5793.0	2991.0	3090.0	2033.0	4057.0	704.0	1811.0	2136.0	820.0	1838.0	1460.0	5814.0	1582.0	5158.0	4186.0	1149.0	7314.0	8205.0	6646.0	5264.0	5854.0	314.0	527.0	503.0	3044.0	102183.0	1328502.0	1805961.830605
sub-0251	1073.0	602.0	2582.0	1699.0	769.0	3461.0	5285.0	3820.0	865.0	6333.0	2709.0	3326.0	1851.0	3216.0	679.0	1602.0	1929.0	777.0	1421.0	1531.0	4044.0	1139.0	5139.0	3695.0	1024.0	6352.0	7456.0	5078.0	3855.0	4363.0	263.0	446.0	416.0	2615.0	91397.1	1208655.0	1665997.311516
sub-0252	902.0	550.0	2277.0	1800.0	513.0	2910.0	3851.0	3163.0	907.0	5684.0	2373.0	3119.0	1669.0	2871.0	587.0	1435.0	1592.0	571.0	1268.0	1614.0	4120.0	1166.0	5404.0	3896.0	780.0	4932.0	7755.0	5852.0	3574.0	3954.0	251.0	488.0	483.0	2559.0	84850.8	1116694.0	1578597.093115
sub-0253	1028.0	580.0	2577.0	1296.0	577.0	3776.0	6418.0	4232.0	908.0	5083.0	2661.0	3457.0	2302.0	3832.0	981.0	1498.0	1814.0	842.0	1608.0	1086.0	5128.0	1102.0	4950.0	4445.0	790.0	6174.0	8529.0	5692.0	4669.0	4333.0	267.0	493.0	574.0	2313.0	96001.7	1307595.0	1848012.992086
sub-0254	1128.0	584.0	2239.0	1744.0	447.0	2956.0	4628.0	3652.0	860.0	5104.0	2469.0	3175.0	1992.0	3416.0	611.0	1311.0	1307.0	619.0	1069.0	1334.0	4362.0	1096.0	4968.0	3724.0	728.0	5544.0	7595.0	6087.0	4158.0	4167.0	235.0	461.0	453.0	2120.0	86314.7	1126794.0	1608389.263787
sub-0255	863.0	677.0	2016.0	1548.0	472.0	3478.0	3588.0	3332.0	1020.0	5317.0	2624.0	3362.0	2077.0	3216.0	581.0	1360.0	1812.0	686.0	1375.0	1547.0	3456.0	1096.0	4547.0	4127.0	947.0	6761.0	9143.0	6224.0	4786.0	3518.0	274.0	408.0	629.0	2166.0	89028.2	1187667.0	1780619.345659
sub-0256	1252.0	523.0	2050.0	1456.0	424.0	3396.0	5647.0	3621.0	885.0	5421.0	2712.0	3007.0	1844.0	3676.0	745.0	1352.0	1471.0	781.0	1557.0	1362.0	4295.0	1080.0	4391.0	3729.0	707.0	6547.0	8779.0	4652.0	4457.0	4527.0	250.0	462.0	461.0	2888.0	90309.8	1268723.0	1839699.456434
sub-0257	898.0	471.0	1875.0	1294.0	405.0	2443.0	4123.0	3360.0	809.0	4488.0	2497.0	2617.0	1679.0	3109.0	526.0	1206.0	1472.0	704.0	1272.0	1173.0	4252.0	1133.0	4497.0	3607.0	598.0	5010.0	6572.0	4051.0	3631.0	2946.0	212.0	437.0	383.0	2171.0	75900.0	1027350.0	1353437.993935
sub-0258	1044.0	576.0	1873.0	1293.0	546.0	2977.0	5718.0	3678.0	815.0	5084.0	2786.0	2453.0	2027.0	3687.0	698.0	1421.0	1454.0	860.0	1376.0	1073.0	4165.0	1259.0	4561.0	4148.0	802.0	6172.0	7507.0	5772.0	3803.0	4310.0	289.0	527.0	369.0	2443.0	87471.7	1186336.0	1701162.483214
sub-0259	1096.0	646.0	2130.0	1331.0	415.0	3043.0	4670.0	2914.0	803.0	4900.0	2581.0	2668.0	1760.0	2929.0	585.0	1341.0	1379.0	605.0	984.0	1048.0	4200.0	890.0	4615.0	3424.0	830.0	4767.0	7060.0	4908.0	3108.0	2959.0	210.0	498.0	347.0	1953.0	77593.7	1079535.0	1423621.47778
sub-0260	998.0	651.0	2248.0	1532.0	438.0	3029.0	3910.0	2984.0	925.0	5484.0	2621.0	2722.0	1830.0	2993.0	563.0	1306.0	1569.0	698.0	1168.0	1292.0	3713.0	1251.0	4480.0	3500.0	874.0	6260.0	7057.0	4879.0	3979.0	4029.0	257.0	445.0	408.0	2074.0	82161.7	1135008.0	1549070.355407
sub-0261	1096.0	884.0	2981.0	1515.0	468.0	3075.0	4837.0	3810.0	1039.0	5578.0	2719.0	2862.0	2006.0	3365.0	628.0	1504.0	1848.0	670.0	1294.0	1174.0	4991.0	1578.0	5769.0	3272.0	1193.0	6467.0	8450.0	5167.0	4431.0	4448.0	248.0	482.0	527.0	2321.0	92685.7	1290704.0	1778024.276075
sub-0262	1002.0	598.0	2237.0	1673.0	311.0	3501.0	4592.0	3341.0	932.0	5554.0	2595.0	3040.0	1582.0	2942.0	651.0	1198.0	1711.0	645.0	1219.0	1468.0	4127.0	1150.0	4562.0	3823.0	825.0	5542.0	7652.0	5091.0	3467.0	3644.0	244.0	467.0	422.0	2588.0	84395.4	1125966.0	1553003.841713
sub-0263	1090.0	790.0	2415.0	1591.0	376.0	2928.0	4489.0	2765.0	894.0	4473.0	2518.0	2536.0	1676.0	2835.0	558.0	1379.0	1611.0	615.0	1174.0	1227.0	3940.0	1151.0	4534.0	3752.0	861.0	5425.0	7065.0	5105.0	3622.0	3422.0	255.0	367.0	374.0	2226.0	79931.9	1080499.0	1472205.755552
sub-0264	878.0	488.0	1980.0	1697.0	497.0	2682.0	3533.0	2918.0	767.0	5420.0	2241.0	3078.0	1649.0	2617.0	600.0	1204.0	1492.0	596.0	1327.0	1662.0	3273.0	993.0	3741.0	3030.0	748.0	5313.0	6363.0	4552.0	3022.0	3064.0	233.0	436.0	391.0	1889.0	74371.1	1015435.0	1303656.409511
sub-0265	1495.0	592.0	2970.0	1670.0	504.0	3168.0	4974.0	3539.0	962.0	5500.0	2781.0	3657.0	2281.0	3407.0	838.0	1631.0	1883.0	679.0	1445.0	1616.0	4333.0	1042.0	5084.0	4049.0	968.0	6467.0	8570.0	5546.0	4819.0	4796.0	288.0	469.0	575.0	2509.0	94996.4	1256611.0	1811106.621281
sub-0266	870.0	336.0	2143.0	1528.0	434.0	2826.0	4283.0	3567.0	898.0	5129.0	2443.0	2945.0	1515.0	3004.0	553.0	1173.0	1515.0	610.0	1287.0	1248.0	3379.0	793.0	4127.0	3809.0	796.0	5194.0	6759.0	5071.0	3339.0	2883.0	240.0	440.0	370.0	2255.0	77759.5	1029660.0	1365548.535097
sub-0267	995.0	438.0	2186.0	1524.0	608.0	2949.0	4493.0	3030.0	858.0	5551.0	2288.0	3150.0	1556.0	2850.0	690.0	1243.0	1446.0	557.0	1148.0	1519.0	3848.0	913.0	4538.0	3993.0	755.0	5075.0	6867.0	5754.0	3798.0	2980.0	268.0	466.0	400.0	1998.0	80729.0	1104830.0	1538283.909051
sub-0268	1252.0	838.0	2088.0	1575.0	506.0	3498.0	5516.0	4869.0	1243.0	4579.0	2988.0	2864.0	2082.0	4269.0	869.0	1358.0	1632.0	737.0	1756.0	1416.0	4625.0	1268.0	5152.0	5260.0	978.0	7584.0	7320.0	6542.0	3837.0	6388.0	341.0	618.0	355.0	3135.0	99335.3	1297075.0	1886460.890432
sub-0269	986.0	816.0	2126.0	1482.0	400.0	3555.0	4540.0	3480.0	1130.0	5985.0	2952.0	3817.0	2069.0	3661.0	673.0	1240.0	1893.0	728.0	1397.0	1572.0	4363.0	1243.0	4642.0	3697.0	973.0	5143.0	6730.0	5857.0	3959.0	3888.0	255.0	475.0	413.0	2254.0	88375.7	1234664.0	1692848.130355
sub-0270	1002.0	877.0	2630.0	1894.0	723.0	3594.0	4335.0	4031.0	1167.0	5840.0	3275.0	3254.0	2423.0	3073.0	688.0	1521.0	1996.0	789.0	1435.0	1532.0	5371.0	1146.0	5864.0	4375.0	1277.0	7903.0	9380.0	5607.0	3756.0	5443.0	296.0	487.0	621.0	2575.0	100169.0	1303633.0	1840623.610212
sub-0271	1291.0	686.0	3076.0	1593.0	462.0	3458.0	4316.0	3018.0	963.0	6137.0	3413.0	2732.0	2169.0	3534.0	552.0	1293.0	2100.0	812.0	1542.0	1320.0	4134.0	1362.0	5270.0	3279.0	924.0	6861.0	9428.0	4813.0	4502.0	5784.0	252.0	480.0	565.0	2571.0	94686.0	1292012.0	1829698.740089
sub-0272	941.0	861.0	3170.0	1898.0	317.0	3472.0	5363.0	3400.0	1259.0	5507.0	3051.0	3471.0	2275.0	3839.0	642.0	1624.0	2035.0	707.0	1516.0	1731.0	4319.0	1489.0	5250.0	4063.0	1116.0	6478.0	8726.0	6355.0	4482.0	4648.0	262.0	448.0	456.0	2564.0	97639.3	1277783.0	1715586.982962
sub-0273	938.0	545.0	2165.0	1812.0	431.0	2644.0	3852.0	2875.0	1025.0	4959.0	2699.0	3004.0	1623.0	2909.0	607.0	1335.0	1359.0	736.0	1460.0	1575.0	4111.0	1323.0	4754.0	3621.0	700.0	6888.0	8008.0	5403.0	3855.0	3775.0	233.0	389.0	510.0	2329.0	84451.3	1156981.0	1606922.057936
sub-0274	1174.0	576.0	2419.0	1396.0	658.0	3437.0	5696.0	4064.0	1024.0	5854.0	2728.0	3243.0	2203.0	3817.0	734.0	1441.0	1458.0	673.0	1360.0	1049.0	4268.0	1353.0	4327.0	4292.0	622.0	5613.0	8216.0	6500.0	4265.0	4471.0	251.0	469.0	477.0	2535.0	92635.1	1267420.0	1778008.413165
sub-0275	1065.0	717.0	2160.0	1342.0	396.0	3511.0	4874.0	3724.0	951.0	5671.0	2731.0	2875.0	2108.0	3437.0	656.0	1342.0	1398.0	797.0	1120.0	1187.0	4109.0	1242.0	4817.0	3891.0	942.0	6429.0	7819.0	6065.0	3623.0	3656.0	273.0	495.0	403.0	2408.0	88230.1	1244418.0	1825083.652215
sub-0276	1338.0	629.0	2335.0	1500.0	479.0	3887.0	5714.0	3228.0	1052.0	6041.0	2909.0	3180.0	2039.0	3551.0	732.0	1398.0	1420.0	688.0	1150.0	1350.0	4957.0	1208.0	5228.0	4266.0	927.0	6085.0	7943.0	6122.0	3966.0	4150.0	305.0	398.0	378.0	2086.0	92624.2	1229351.0	1719712.251721
sub-0277	1375.0	736.0	2449.0	1787.0	459.0	3920.0	5034.0	4245.0	1649.0	6713.0	3458.0	3862.0	2449.0	3516.0	682.0	1826.0	2455.0	934.0	2234.0	1665.0	5081.0	1502.0	6322.0	5382.0	1241.0	7582.0	9995.0	6067.0	4804.0	6844.0	278.0	536.0	613.0	3015.0	110710.0	1551041.0	2268056.882819
sub-0278	1015.0	305.0	2141.0	1071.0	451.0	2811.0	3978.0	3110.0	776.0	4059.0	2563.0	2629.0	1843.0	2522.0	530.0	1150.0	1348.0	702.0	1093.0	906.0	3806.0	797.0	4328.0	3350.0	651.0	5024.0	6884.0	4976.0	3244.0	3913.0	247.0	497.0	353.0	2101.0	75162.2	1047619.0	1488544.59982
sub-0279	779.0	450.0	1755.0	1455.0	532.0	3023.0	3527.0	3195.0	839.0	4593.0	2580.0	2453.0	1781.0	2704.0	616.0	1289.0	1529.0	619.0	1208.0	1427.0	3560.0	953.0	4120.0	3836.0	700.0	5284.0	6462.0	5829.0	3762.0	3368.0	224.0	411.0	596.0	2353.0	77795.6	1023839.0	1373484.306314
sub-0280	1046.0	424.0	3142.0	1547.0	578.0	3652.0	5374.0	3879.0	863.0	5455.0	3228.0	2895.0	1969.0	3397.0	636.0	1595.0	1474.0	838.0	1297.0	1499.0	4721.0	993.0	5915.0	4758.0	1211.0	6401.0	7631.0	7384.0	4167.0	4758.0	202.0	546.0	425.0	2306.0	96191.9	1330372.0	1893358.983374
sub-0281	1243.0	592.0	2132.0	1801.0	478.0	3645.0	6053.0	4073.0	1418.0	6018.0	3286.0	3264.0	2336.0	4270.0	816.0	1344.0	1996.0	992.0	1881.0	1419.0	4345.0	1385.0	4752.0	4476.0	977.0	5874.0	8159.0	5607.0	4933.0	5229.0	271.0	481.0	523.0	2725.0	98785.2	1424985.0	2065409.324297
sub-0282	1100.0	691.0	2331.0	1761.0	608.0	3534.0	4256.0	3574.0	841.0	6499.0	3045.0	3643.0	2267.0	3291.0	686.0	1378.0	1739.0	716.0	1322.0	1481.0	4250.0	1239.0	4976.0	3410.0	947.0	7058.0	8843.0	4930.0	4177.0	4543.0	349.0	602.0	497.0	2561.0	93130.5	1214162.0	1722291.513256
