Measure:mean	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
sub-0080	100.0297	101.7083	98.5576	98.7243	88.8014	92.456	99.7087	94.1574	100.4258	94.7171	98.4036	92.6023	99.003	96.0444	89.7824	99.4516	100.8036	98.7548	101.7599	95.3887	95.6471	100.1182	98.0426	100.0936	99.9262	100.007	98.7302	100.1336	98.4356	99.9281	99.5839	86.5951	96.4414	94.6391	96.8091	99.7808	98.2833	97.7562	87.1185	89.6876	98.7056	91.8648	100.4916	91.9156	97.9623	90.3424	98.9551	93.9841	87.7049	99.4067	100.2394	97.2351	100.7044	93.141	97.0683	99.1274	98.5915	99.9661	99.6668	98.9929	98.0516	99.6797	95.4243	99.7373	96.9853	87.1655	96.3333	93.715	99.0187	98.3245
sub-0081	100.6898	102.5293	98.6715	97.7657	88.0251	93.5859	101.7149	94.9916	101.5915	94.7861	97.5462	91.5964	98.3733	95.9487	89.5731	100.3805	101.3518	97.1967	102.1019	93.1358	100.9465	102.3186	100.7078	100.9096	99.2406	99.866	97.2428	100.7975	99.1465	104.5953	98.9487	88.372	95.9866	94.1643	99.5592	100.616	96.9156	96.9732	90.2457	93.9464	99.9999	94.0984	99.1663	93.7154	97.464	91.3724	100.8072	96.235	91.28	99.2047	100.5061	96.9354	101.0515	92.9571	98.7185	100.7284	99.2459	99.7897	101.6064	98.5984	96.8566	99.3693	97.3869	101.7125	97.9551	90.4909	94.7236	94.2533	97.8335	97.6722
sub-0082	103.1353	102.6836	99.483	97.8737	92.1558	94.9883	101.1868	96.2761	102.1016	95.5528	99.7477	93.9238	99.8973	98.3424	93.4273	99.138	102.293	100.7578	104.1711	94.8909	98.6001	101.782	98.7948	99.9222	101.7175	100.0137	97.1961	99.6441	100.7157	102.8101	98.3624	93.5344	99.0567	98.5705	100.9781	101.3494	98.5129	98.5943	89.4267	92.9698	100.9797	93.3513	102.2555	95.6546	99.2826	94.0458	99.7977	96.154	91.872	99.554	102.3549	101.251	103.2786	94.9445	99.1711	101.7611	99.2605	100.2731	101.0566	99.4989	97.4054	99.9844	98.4274	103.0492	95.4853	90.1578	96.092	96.3063	100.4423	99.7689
sub-0083	101.9256	98.314	100.2303	97.8722	91.886	93.9515	102.4893	98.6335	99.343	98.8745	95.4625	93.2646	98.7556	99.9662	90.9795	98.6092	102.3786	101.5478	102.3091	94.0658	100.4823	100.5247	99.4843	98.4967	96.2997	101.9679	98.6408	100.5607	98.2996	102.1139	99.9699	92.6617	93.2228	92.1749	97.0612	98.2855	98.0429	97.2139	89.0621	92.1724	101.6758	96.1169	100.1048	99.1948	96.5082	93.7517	98.3929	97.0499	90.2464	97.6243	99.8929	100.8612	101.8867	93.5864	99.5579	100.4317	98.5184	97.1113	97.3728	100.9104	97.9052	99.1735	95.1162	100.4123	99.3201	93.4456	92.1641	92.2801	96.8757	96.6894
sub-0084	103.5599	95.3136	97.9862	93.4105	86.0068	93.56	102.6459	98.8186	94.4644	98.0036	97.5197	86.9408	95.6659	102.39	86.9808	96.6787	102.2922	102.2269	104.9418	89.8846	99.6077	96.1366	99.9759	95.5722	93.9005	101.4708	98.6509	99.167	101.5	104.2183	97.3089	92.0932	96.7486	92.1048	99.9582	93.7278	99.6412	94.0255	84.7046	90.5435	102.0487	94.7142	93.1778	97.0733	94.3566	86.8347	96.6983	98.2542	85.7038	97.8373	98.9004	98.0398	102.188	86.4359	100.6304	95.3101	100.3454	95.5922	95.9061	99.4587	98.631	100.305	97.6526	102.7032	95.4335	88.9824	93.2589	89.5089	94.3182	93.9201
sub-0085	100.9594	100.8504	99.3087	96.0842	84.209	91.1858	100.5272	94.7415	99.3707	95.94	97.5215	90.7169	99.32	98.6864	89.9237	100.1783	101.2967	101.0939	103.2176	91.5422	98.3979	99.9864	99.8259	98.0766	98.357	100.899	99.2866	99.7416	98.6059	101.9151	95.7601	87.883	96.2365	94.8966	98.9901	99.4337	99.1864	96.9637	85.0207	89.5023	100.9571	94.2213	98.8371	95.2122	97.8215	90.0048	98.849	97.7587	88.7786	100.0341	101.9158	99.8869	102.1877	90.966	99.4251	100.1658	99.8908	98.5777	98.066	99.9868	98.6767	100.0235	97.0021	102.2996	100.4558	88.1846	94.3816	94.3812	98.643	98.0855
sub-0086	102.0408	95.8772	100.3212	95.6499	85.8559	94.772	102.3611	96.5903	94.8951	99.6568	97.6975	90.3303	97.3948	99.3599	88.9875	98.211	99.1839	102.6333	102.6174	92.6614	100.8568	95.1982	99.5813	96.7433	95.2508	101.0915	99.2794	100.37	99.2693	102.4686	98.0701	89.1269	93.2307	91.909	96.6943	95.7193	100.4931	94.5729	86.5248	90.9809	100.2895	93.6182	93.9816	96.2865	95.8545	89.6487	97.734	96.9703	87.9602	98.1097	98.97	101.2073	102.1039	92.8553	99.798	95.3152	99.2648	96.3601	95.5513	101.2269	99.8155	99.6046	97.3735	99.9786	98.584	92.8257	91.0879	91.2163	95.3772	94.5991
sub-0087	102.7687	101.7227	98.687	96.1584	91.9894	96.4759	100.8653	99.3333	100.8394	96.4883	99.2543	93.7582	100.1659	101.9006	96.3596	98.7754	100.8318	102.6906	102.2498	91.4486	98.6851	101.0237	99.1664	98.0898	100.3772	100.3183	99.9036	98.9606	101.5154	102.6703	107.356	94.3396	95.702	94.4418	99.4729	100.077	98.337	96.3175	87.8633	93.8542	99.0773	95.5319	103.4624	97.0257	98.0603	93.2373	99.3773	98.1466	93.3765	99.2522	100.0835	101.4845	102.917	91.7831	97.8232	102.0834	98.9019	98.2245	99.2011	99.065	99.0984	98.2603	97.7702	100.2727	101.7688	89.899	94.3071	93.4989	97.659	97.2636
sub-0088	101.2802	98.7592	101.5079	100.2429	88.4192	93.6664	100.1209	96.0956	98.7003	98.159	98.7952	92.8117	98.9942	98.9777	91.5191	100.5193	101.8463	100.0312	102.8957	96.5587	99.8456	99.8626	101.0158	98.918	97.983	100.0715	100.2535	100.6651	99.5313	102.2676	97.817	89.6873	97.374	95.3608	97.16	98.7304	98.8181	100.7344	88.1162	92.939	100.1783	93.2415	99.178	97.9882	97.4622	91.6896	96.8816	95.2189	90.6832	100.4388	98.4464	97.9088	101.294	94.7126	97.9089	100.0166	98.9116	99.0958	99.5817	98.8546	98.375	99.9627	95.8776	99.8593	94.3262	91.9803	93.3033	93.5156	98.0079	97.388
sub-0089	99.5698	100.5746	100.1232	98.8838	90.2217	93.8681	100.6917	95.2968	99.3999	96.2923	97.6712	94.1164	98.0896	96.8584	92.2979	99.8332	100.1754	98.8008	101.6926	96.3627	98.0234	100.6291	99.3339	99.4294	98.0512	99.162	99.5802	99.9194	98.3446	101.9715	101.1084	92.4968	94.5569	94.002	99.5544	100.2048	99.5046	99.1238	89.7019	92.2648	98.5091	95.2966	100.0916	95.8485	98.497	93.6124	100.227	96.8353	91.2194	98.3485	100.3689	98.9343	100.7633	96.1577	97.7907	100.3979	98.6332	98.1579	99.9245	99.0292	99.7052	97.6617	97.2598	100.1992	98.8837	92.9489	95.6909	93.9993	97.8901	98.037
sub-0090	102.0722	99.2258	99.9336	94.4942	87.8223	93.1104	100.9584	95.9806	97.6151	97.5895	96.1373	91.8226	95.8784	97.4994	89.3874	97.6851	101.4178	98.8867	101.2327	91.929	98.2334	100.5566	98.6381	97.566	97.2127	100.2308	99.0413	99.0423	98.3301	102.0297	100.3707	87.6962	95.7862	95.213	96.7715	99.0784	99.332	96.0689	85.923	90.4229	100.0611	92.7952	98.9866	96.1243	96.197	91.0777	97.1475	94.0221	90.2039	97.8381	99.886	98.9276	101.6502	92.7176	98.0255	99.9464	98.081	97.8639	97.2018	100.3477	98.6439	99.2227	94.9385	99.8256	97.9613	85.7059	94.1253	93.2157	98.5225	97.4144
sub-0091	101.1851	97.5481	101.336	97.3923	88.2936	91.8368	99.5696	94.6991	99.2331	96.8131	96.3895	92.2977	97.8803	96.4377	88.4365	101.1029	99.6348	98.9854	100.6418	94.3253	98.9175	99.378	100.4082	98.3634	96.2692	99.3148	98.6748	99.2868	97.2502	102.4322	93.9424	87.062	94.5306	91.0356	98.1488	96.3517	99.2438	95.9135	89.1188	92.3509	98.5903	93.6573	98.624	95.8978	95.2253	91.9576	98.957	95.9554	89.2212	99.5518	99.5999	96.2661	100.7242	90.8041	97.4571	98.7015	98.7143	97.1189	98.5078	98.4382	98.7231	98.1153	96.7514	99.6068	95.7744	88.2484	95.8858	92.5301	97.0113	97.0329
sub-0092	101.621	99.1674	99.4062	98.0956	89.3617	93.1508	101.7674	95.7448	98.6383	96.9535	97.8323	91.3982	97.2714	98.1587	91.3248	99.0895	102.3025	100.9088	103.2054	94.1391	99.3951	98.9737	100.2122	97.2618	97.0814	100.3302	98.9551	99.7999	99.2477	103.0713	95.9432	92.8812	97.8854	95.5816	98.1437	98.1616	99.7524	98.64	88.4542	91.6322	99.5983	94.4083	99.0986	96.0163	96.4319	91.2458	97.323	96.8182	91.0895	98.75	101.7633	99.1077	101.6212	91.627	99.3214	99.3539	99.5013	97.6606	99.0199	99.9231	98.6935	98.3813	96.785	101.1735	95.4643	88.4674	93.3571	95.4237	98.0947	97.955
sub-0093	100.1251	96.2454	100.0814	98.2769	84.8986	93.4465	101.3455	94.9735	97.6153	100.263	96.0479	91.9473	97.4471	98.4359	87.8357	98.4058	100.3584	98.9276	101.4962	96.4848	98.5471	99.8166	98.8977	98.4024	97.4302	99.8113	97.712	100.6664	97.4979	102.4025	96.1947	87.5805	95.1891	92.2346	99.377	95.0838	99.7134	99.1627	83.511	92.1689	100.9476	94.987	97.9656	100.4424	94.8439	92.3299	96.28	97.9627	88.9762	98.1591	99.5474	99.1272	101.4564	95.1286	99.0589	99.1039	99.0913	98.4295	95.8043	100.0933	97.2391	99.5074	97.2687	102.5466	95.4064	88.6542	94.0273	91.8273	97.2843	96.7798
sub-0094	99.8342	101.6143	98.8539	98.7276	88.2262	91.8351	98.6237	94.7439	100.5546	95.2058	97.8803	91.9053	98.7795	95.7849	89.7123	98.0684	100.7807	97.8817	101.896	94.6152	97.9143	101.5389	98.9426	98.8619	97.0842	99.964	98.3995	99.1297	98.2099	100.387	99.9574	90.2955	95.2192	94.2838	99.9592	100.1816	98.4325	99.2666	89.7706	91.625	99.8082	94.697	100.6578	94.1423	96.0503	92.4425	98.7518	96.1287	91.1552	99.0241	100.6043	99.3972	101.0463	95.4443	98.4591	101.3559	98.7994	99.3112	99.7052	97.7504	97.6689	99.6193	97.7169	101.9006	97.4231	89.1375	94.3584	95.4081	97.0979	97.6433
sub-0095	99.0919	96.9159	99.1211	98.0401	91.7071	93.6547	101.3756	97.6024	95.952	99.2828	96.9248	90.8762	98.5821	100.7684	89.6007	97.2223	102.5131	98.5399	101.7288	93.4454	98.6801	97.8876	98.9256	97.8482	97.0563	100.2335	99.9054	99.6927	98.0742	101.827	101.2474	90.905	93.4511	93.8767	97.8165	95.1973	99.6489	96.4398	87.4891	90.7364	101.5065	93.5744	96.5406	96.5438	96.6896	88.3457	96.7914	97.3366	88.8979	97.2868	100.3515	98.2889	101.148	91.4481	98.4052	98.1888	98.6697	97.4858	96.8531	99.37	98.1762	99.4993	96.6936	102.2948	96.2423	88.6881	93.9842	92.4199	96.4965	96.2706
sub-0096	100.0568	98.4275	99.9838	97.6875	89.473	92.8665	99.8656	96.1063	99.9594	95.4007	97.7694	91.0337	100.9888	98.1221	90.4626	100.4402	101.3391	102.8028	102.587	92.718	100.9712	98.5836	100.9715	98.5353	97.9655	100.3337	99.444	99.9923	98.8079	102.2405	101.7192	92.1242	95.8248	91.8991	98.6663	99.1319	99.0946	97.7655	88.9068	92.5157	99.1453	94.2808	99.9782	95.8662	97.6483	92.3002	101.0347	97.0085	89.8422	101.7593	100.9242	97.7808	101.6385	94.9973	99.4384	100.3431	100.8925	99.3051	101.0342	98.6062	99.8919	99.2337	97.6154	102.0037	101.7293	89.9671	94.03	92.4999	95.9965	97.1238
sub-0097	100.8153	100.4465	98.9879	98.6424	87.944	94.1864	100.6445	93.8027	101.0949	96.2417	97.5569	94.7226	98.7682	96.9918	89.7356	99.8957	100.7988	99.001	102.4237	95.9506	98.051	100.6793	99.2831	99.6994	99.81	99.5042	98.3153	99.3358	98.1412	101.8768	98.1566	89.627	95.9743	92.4204	99.1817	99.3542	97.1866	99.2254	89.2026	93.9044	98.8669	94.0588	100.7261	96.5279	95.4227	95.6734	97.8951	95.4731	91.7968	97.6431	99.5773	97.7348	101.128	97.3576	96.0837	100.1226	97.3798	99.8546	100.7531	98.0165	98.0738	98.5714	97.1744	99.9059	94.7914	88.3158	96.8339	94.403	97.8465	97.8165
sub-0098	100.8935	97.7458	100.0177	96.6005	89.9351	96.003	103.2291	98.6419	97.3305	100.0708	98.2091	90.5938	97.3631	100.9992	88.8267	98.0608	104.1427	101.3762	104.8739	92.6918	100.3411	98.1945	100.4816	95.9059	94.6086	101.2767	99.1078	100.4437	100.8926	103.683	100.2983	92.2182	97.4198	94.2697	97.8202	94.887	98.6774	96.6422	85.0105	91.7836	103.2319	95.7689	96.9164	97.7891	97.2452	90.3097	96.8562	98.2028	88.0922	97.9224	101.2833	103.4031	103.4307	92.9016	99.6203	97.562	99.336	95.5533	93.0802	101.5204	97.8743	100.7539	97.8335	102.7075	97.3469	92.3505	95.9768	92.5654	96.059	95.6865
sub-0099	99.0892	98.8264	99.9396	98.5281	88.2122	92.8667	99.9269	94.5889	97.7847	95.9325	98.6426	91.2523	96.6543	96.7294	89.9482	97.2176	101.9217	99.6596	102.911	93.9422	96.9148	99.7829	98.3575	99.135	100.9949	99.9733	98.5427	99.2654	96.7377	100.1519	94.5597	84.382	96.0265	95.675	99.125	97.6929	96.7703	98.8065	87.8272	92.2875	99.6745	93.8455	99.3083	96.4685	98.6481	93.5681	97.5701	95.7942	90.6297	97.776	99.844	97.2191	101.4226	96.7024	96.496	99.8657	96.9899	98.5759	99.1223	98.8408	97.0444	97.7735	96.8726	99.3442	94.1318	85.1979	94.1739	94.6022	98.4223	97.691
sub-0100	99.3157	100.0079	99.6781	95.7263	84.0722	91.7635	99.7002	92.4529	98.6285	96.7168	95.7988	90.6157	96.4253	95.7481	90.0487	99.3844	99.6934	97.118	101.7033	93.0299	98.9245	100.8957	99.4923	98.5692	97.646	99.4264	99.0988	99.2178	96.689	101.2734	100.2474	89.3862	92.5545	94.2477	100.408	99.2153	97.7298	96.7882	83.7736	92.1951	102.0423	92.5302	99.7698	97.4605	96.7968	92.356	95.8737	96.2911	91.2296	98.2269	98.9824	98.5192	101.0269	94.2325	98.1204	100.1235	97.9586	99.52	97.6258	99.3113	97.9214	99.8703	96.7379	101.48	99.0298	88.0421	95.6954	93.9818	98.0736	98.2535
sub-0101	99.8621	100.0788	99.4311	100.3472	90.0384	93.4986	99.9055	97.2049	101.0656	95.7247	98.5887	94.3371	98.1544	98.6114	89.7349	100.1337	101.0358	102.3398	103.1084	95.0864	99.9311	100.6446	100.0673	99.6629	97.16	99.4458	98.0934	99.6061	99.4406	102.4462	99.8493	90.9224	96.9118	94.2361	99.2556	99.4401	97.9459	100.0991	89.4542	93.0484	99.8795	95.7784	101.9529	97.2063	99.2334	92.9397	100.0326	96.1861	91.5822	100.2807	101.0275	99.0628	101.3385	96.1568	97.55	101.6621	98.745	99.7098	98.7491	98.0645	97.6721	98.9508	98.3704	100.363	99.8519	91.7517	97.3022	94.3535	96.7906	97.1702
sub-0102	102.3083	100.2557	99.77	95.0773	85.4596	92.9054	101.698	95.647	99.008	97.3837	94.8645	91.8282	97.6908	97.5746	90.2925	97.7816	102.0231	99.0616	100.8006	93.4832	98.2963	101.3701	98.7036	97.4181	98.2864	100.7313	97.8989	99.3907	98.205	102.0098	101.8235	87.5962	94.7169	94.6168	99.1328	98.6331	98.2249	96.7478	87.8671	91.374	99.9979	95.1191	98.9429	96.7635	96.4157	93.8424	98.8577	97.1327	89.0587	97.9273	100.4557	100.539	101.3475	94.3562	97.2141	100.9598	97.7863	97.1161	98.3874	100.4865	97.4585	99.1168	96.0555	100.3478	99.2964	88.2945	94.2231	94.5837	98.4128	98.2659
sub-0103	101.3078	99.7809	98.8968	98.4338	88.9818	93.8038	101.5536	94.5922	99.1151	95.5635	97.1629	93.9291	95.4818	97.3242	91.3377	100.1026	101.297	98.8761	100.9734	96.384	98.407	100.1323	99.6622	99.2074	100.9568	98.5375	98.746	99.6817	98.8196	102.9004	93.0342	85.9181	96.9227	95.2124	97.9571	98.7223	98.9912	98.0463	88.0144	92.5384	99.8364	92.8098	99.8153	97.023	97.7128	93.9391	97.0498	94.9736	90.6452	98.8322	100.1165	98.3468	101.0978	95.7582	96.4888	100.106	97.9742	98.8993	99.6665	99.0691	98.2598	98.6077	95.1706	100.5562	93.8258	87.7909	95.0169	94.5837	99.0913	98.6008
sub-0104	101.4972	100.3408	99.5905	96.923	87.8013	92.2329	101.4274	95.1275	98.8885	94.4801	98.0221	91.1129	96.5449	97.3996	90.2338	100.2895	101.5871	101.0053	102.983	93.2244	98.472	101.2601	100.4849	99.6548	97.38	100.481	98.3145	100.6978	99.3833	102.4287	97.0099	90.1967	98.6114	95.9916	98.8374	98.4567	97.4065	98.5012	85.2938	90.6337	100.1669	94.5565	99.8259	95.1639	96.4441	91.9966	97.4799	95.5071	90.3383	99.3781	100.1649	98.4084	100.216	94.2807	95.9228	100.2657	98.3354	98.8867	98.1402	98.6778	97.2369	99.4316	97.4474	100.4436	97.8158	89.4004	96.0542	94.1379	99.0442	98.0835
sub-0105	100.3597	100.5633	99.582	99.5483	89.3939	94.1882	102.2529	95.7657	101.1893	96.9526	99.1716	93.5367	100.8584	98.2497	93.4115	98.3186	102.5856	100.6525	102.6249	95.5755	98.0701	101.2717	99.1965	99.6665	97.9656	99.6577	98.1568	100.9351	98.4509	101.6771	99.5057	87.2715	93.5156	96.3311	99.4848	98.6313	97.2504	100.29	91.0087	93.9507	100.4293	96.4124	101.4319	95.7832	99.8499	94.6158	100.9355	97.842	93.9509	97.8844	100.8291	100.6648	101.9489	95.5778	96.7727	100.7845	97.3455	99.2524	99.3029	98.7279	96.8547	99.0326	98.0738	100.8575	99.1626	92.6446	94.4748	96.5084	99.4447	99.2682
sub-0106	102.4176	97.0928	100.055	97.8623	91.7506	95.0615	103.6241	98.2725	96.9214	102.1262	97.7226	91.7401	99.9581	100.5083	89.8671	100.2004	101.974	104.8984	104.4383	92.7039	100.7433	97.0772	100.707	98.2569	95.4468	101.1259	98.5675	101.411	101.4433	103.357	102.6502	91.7097	95.2697	92.5107	99.7286	94.8206	98.3044	98.495	91.2412	92.816	103.0955	98.3149	96.2069	98.2104	96.933	91.0407	98.5929	102.2671	89.7115	99.1242	101.7895	103.7552	104.9393	93.0149	101.262	97.4317	99.8167	97.5301	96.448	101.431	97.6139	101.0648	103.4614	103.9802	99.5969	92.9593	95.8321	93.2096	95.7024	95.8135
sub-0107	99.5245	100.076	97.7969	96.477	92.2455	94.2367	98.6718	97.4574	99.9149	94.6679	98.3508	93.7362	100.7944	98.513	91.013	97.0439	99.8327	99.9884	101.3094	94.7316	97.9703	100.0553	98.5355	98.9624	98.7378	97.5111	96.6779	98.8754	98.0282	100.7882	99.8281	92.3881	94.0891	92.9443	97.9083	99.8086	96.8179	98.4525	91.0844	94.7255	98.7191	97.001	102.0149	94.6452	98.9803	94.3053	102.2911	97.7	93.3174	98.0741	97.7825	100.1403	100.3162	96.1549	96.4079	101.0319	96.3692	100.6287	100.0785	97.3295	97.4905	99.3397	96.2508	99.1394	101.2533	92.2936	95.7009	93.8311	96.9164	97.4964
sub-0108	103.1291	100.0152	99.3984	102.2215	87.7698	93.8893	100.4074	95.8278	100.9435	97.6041	95.6374	95.4951	95.1953	98.5085	89.7805	98.9503	100.8679	97.4868	101.0848	96.9946	99.5402	100.6522	99.1972	100.9623	97.4019	98.9754	98.6283	99.3904	99.0594	101.8737	94.5288	89.4909	95.0922	94.875	99.3947	98.1311	98.5268	100.1664	87.5521	93.4821	99.5001	94.4459	100.5313	96.7393	96.9773	95.4614	97.4661	95.2992	91.2136	97.2852	100.0603	98.1129	101.0995	95.8814	96.6443	99.585	97.5542	99.5951	99.1929	99.3458	97.7492	97.7846	96.8669	100.2428	94.9694	92.8541	92.7412	93.7145	97.9138	97.4571
sub-0109	107.1488	96.7364	98.4093	94.6956	93.6592	95.4124	103.2305	100.0475	96.9684	99.2086	98.3976	91.3302	97.5274	104.7501	91.7838	97.4784	99.9713	106.5901	105.3846	91.5397	99.8407	97.6079	99.1251	95.9618	97.479	101.0853	98.259	99.5047	101.8559	102.9629	101.4513	98.6168	94.6254	92.657	100.2897	95.7254	98.1017	95.68	89.1296	92.2399	101.9298	97.3016	97.6299	98.9174	97.3496	90.1276	96.9568	100.1848	88.8009	97.8243	98.1174	104.133	104.7837	91.3052	99.6131	98.6885	98.8946	95.9981	97.6883	100.8816	97.994	99.5973	98.7379	101.7475	99.6295	94.0603	92.6484	90.4882	96.5393	95.8013
sub-0110	100.9921	99.4421	97.8544	97.7908	87.4955	94.9885	99.7393	97.6618	99.4834	96.88	98.5004	94.1755	99.1898	99.8257	91.4794	97.157	100.8289	98.4419	101.6991	93.2894	96.4994	98.5172	97.7007	98.1217	100.9239	98.9896	98.5254	97.342	99.369	100.3583	100.2808	89.749	96.1564	93.7728	99.8535	98.8628	96.6821	98.6749	92.4062	95.4987	99.5001	98.4	99.9578	96.9388	97.616	93.1658	100.769	99.682	92.6588	97.1114	100.0996	99.3067	102.4103	94.0602	96.1301	98.9089	97.2781	98.1551	102.2239	98.478	98.1094	97.5713	99.4368	100.3345	97.4459	94.497	96.6775	94.4474	97.1508	96.9696
sub-0111	103.2788	98.6217	99.5075	97.6918	90.3267	96.9447	104.1298	99.1849	95.9439	97.0026	97.1754	90.941	95.6389	100.8849	91.5324	99.8747	101.0444	102.0465	103.1134	93.8042	100.0692	97.5191	100.3302	96.8743	96.4407	101.0085	99.4905	100.6484	100.308	104.3045	101.7895	93.8836	94.0791	92.535	97.3273	97.2335	99.1594	96.6797	91.269	92.5456	99.8482	95.6238	95.7764	95.1643	96.7995	91.0234	97.8809	96.5845	90.8037	99.7103	100.8614	101.5235	103.7675	93.4894	98.9125	97.859	99.6448	96.4726	95.741	100.5685	98.9865	99.0398	96.7275	100.3691	99.3779	93.9482	92.2516	92.4405	96.2249	95.8594
sub-0112	101.8719	100.9594	101.3402	96.44	86.3293	92.2489	101.7751	94.7189	98.0285	97.289	96.1931	89.9209	100.4932	97.6056	88.5405	102.2107	99.9769	98.881	102.5133	92.5334	100.0269	103.3754	101.4195	98.8463	99.0345	100.8099	99.8099	101.0085	99.2061	103.5694	98.7944	88.6228	96.4968	92.8762	100.6124	99.1122	99.2552	96.3667	86.7717	90.95	100.5644	94.4802	99.044	96.7845	97.9296	89.6063	99.5071	98.2526	88.8027	100.9852	101.1373	100.1588	102.5582	91.5496	98.0856	102.5477	99.1056	97.6917	99.4754	100.5946	99.059	98.9752	98.157	101.4411	96.319	89.4358	93.3324	92.9506	98.8873	98.4681
sub-0113	100.3058	100.9038	97.7264	95.8928	90.1546	92.6272	100.7918	95.5927	99.7387	95.5097	95.0515	91.3794	98.8577	97.796	91.1867	97.2982	101.8552	97.2395	101.4447	89.6053	96.6273	101.0328	96.6753	97.93	95.8467	99.5453	97.3693	98.1694	98.8757	102.0583	100.9926	89.3575	93.0607	94.0635	99.4994	99.0	97.787	97.3892	87.7301	92.8682	99.3073	93.9187	101.3892	95.5582	95.9284	92.8324	96.6448	96.4171	92.3072	97.2843	100.7803	97.4414	101.6039	91.9275	98.0255	100.413	97.5019	98.1091	98.3924	100.7958	97.4147	98.2607	96.6819	101.7517	95.6273	87.8115	92.9542	93.408	97.3477	97.3079
sub-0114	102.3498	96.7175	99.6144	98.9897	92.5143	96.493	104.5102	99.5311	97.7482	101.277	98.0757	94.5967	96.6749	101.6309	91.0313	97.2322	103.0431	104.1065	104.4495	96.6079	99.8605	97.0568	99.5187	98.4068	96.0552	101.2489	98.6466	100.691	100.6981	103.4025	100.2806	90.9082	95.3287	93.5998	97.554	96.1748	99.9964	100.4186	89.8711	94.3343	100.8653	97.0085	98.179	99.4311	95.6133	94.2423	96.6614	98.6219	90.9471	97.7656	100.0853	102.0589	103.4801	95.5007	98.0172	97.2922	98.9976	97.2481	96.2045	100.3633	99.3213	98.7948	97.3251	100.6359	99.0627	91.4895	92.9206	93.2272	96.5091	95.9392
sub-0115	101.6893	98.4363	99.1377	99.1303	88.9719	94.0084	102.5377	96.8634	99.4845	99.174	97.8581	92.4793	101.3015	99.2446	90.3972	99.8459	101.8972	101.7546	104.5376	94.6139	100.3154	100.6111	100.7516	98.8622	97.8956	101.8808	99.5876	100.6924	99.0598	102.4121	101.4291	90.8158	93.4327	92.5601	99.9137	98.1126	99.5538	97.543	90.3746	92.003	101.4133	94.9727	99.6413	96.7029	96.6184	93.2383	98.4859	98.1478	90.91	100.0724	99.9659	100.1614	103.2378	93.9488	99.0969	100.4047	99.7651	97.917	98.4936	100.1857	98.8921	100.0737	97.7115	102.1054	97.5964	92.0678	92.707	93.1867	96.5509	97.347
sub-0116	100.757	99.2908	100.9195	95.0502	84.1343	93.3672	100.6875	95.4252	97.2694	94.975	96.3415	90.274	98.4891	98.3214	88.9841	99.2091	101.1964	98.5401	100.9857	88.7025	99.8338	99.9762	99.756	98.2036	95.5525	99.9218	99.4632	99.5809	98.7333	102.9124	97.9799	88.4373	95.3164	94.209	98.8015	97.1962	99.0198	96.2713	85.8795	90.746	101.6836	93.0393	98.4152	96.4574	96.0226	91.1648	96.7287	96.0865	88.557	99.2108	99.4441	96.7057	99.348	93.331	98.0687	99.202	98.5623	98.5694	97.3254	98.2931	98.2409	99.9955	96.3101	101.7455	98.5299	88.1888	93.6506	93.1524	96.2481	96.7187
