rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0250	1009.0	738.0	2202.0	1946.0	461.0	3992.0	6682.0	3505.0	894.0	5930.0	2762.0	3374.0	2345.0	3901.0	635.0	1933.0	1382.0	1019.0	1782.0	1756.0	4883.0	1374.0	4828.0	5015.0	628.0	7864.0	8773.0	6419.0	4197.0	4245.0	343.0	560.0	417.0	2668.0	100457.0	1328502.0	1805961.830605
sub-0251	1108.0	977.0	2361.0	1742.0	549.0	3350.0	6554.0	3542.0	785.0	5502.0	2748.0	3190.0	2033.0	3687.0	603.0	1549.0	1119.0	810.0	1409.0	1663.0	4454.0	1350.0	5091.0	4101.0	612.0	6706.0	7683.0	5737.0	3480.0	3799.0	310.0	516.0	313.0	2477.0	91906.1	1208655.0	1665997.311516
sub-0252	746.0	560.0	1888.0	1967.0	541.0	3001.0	4271.0	3571.0	736.0	5731.0	2831.0	3252.0	2100.0	3232.0	601.0	1466.0	1415.0	862.0	1961.0	1754.0	4045.0	1170.0	4208.0	3421.0	477.0	6222.0	6858.0	5208.0	3257.0	4275.0	310.0	537.0	386.0	2232.0	85093.8	1116694.0	1578597.093115
sub-0253	1039.0	603.0	2423.0	1546.0	510.0	3806.0	7050.0	3895.0	1093.0	4550.0	2859.0	2955.0	2004.0	4348.0	738.0	1424.0	1723.0	1042.0	2059.0	1332.0	4178.0	1345.0	5009.0	4730.0	713.0	6736.0	8179.0	6476.0	4132.0	4492.0	340.0	407.0	365.0	2486.0	96590.3	1307595.0	1848012.992086
sub-0254	1018.0	797.0	2307.0	1967.0	371.0	2663.0	6224.0	3444.0	803.0	4460.0	2513.0	3320.0	1789.0	3921.0	653.0	1538.0	1493.0	738.0	1549.0	1609.0	4015.0	1171.0	4244.0	3527.0	636.0	5959.0	7146.0	5228.0	4099.0	3197.0	357.0	452.0	292.0	1835.0	85323.4	1126794.0	1608389.263787
sub-0255	885.0	910.0	2614.0	1928.0	347.0	3640.0	4727.0	3269.0	757.0	5208.0	2933.0	3019.0	2023.0	3418.0	620.0	1515.0	1296.0	860.0	1637.0	1652.0	3315.0	1115.0	4718.0	4003.0	749.0	6397.0	8227.0	5911.0	4252.0	3533.0	397.0	478.0	431.0	2185.0	88965.9	1187667.0	1780619.345659
sub-0256	948.0	490.0	2493.0	1577.0	479.0	3271.0	6121.0	4024.0	783.0	4538.0	2722.0	2907.0	2329.0	4096.0	559.0	1527.0	1215.0	850.0	1533.0	1446.0	4285.0	1155.0	5011.0	4020.0	489.0	7319.0	8200.0	4832.0	4021.0	4155.0	355.0	448.0	324.0	2452.0	90962.7	1268723.0	1839699.456434
sub-0257	723.0	509.0	2081.0	1215.0	289.0	3028.0	4558.0	2965.0	765.0	4171.0	2556.0	2482.0	1762.0	3247.0	613.0	1256.0	1186.0	752.0	1428.0	994.0	3585.0	1004.0	4590.0	3719.0	325.0	4827.0	6231.0	5242.0	3341.0	3125.0	230.0	426.0	280.0	2079.0	75580.4	1027350.0	1353437.993935
sub-0258	1046.0	669.0	1869.0	1407.0	330.0	2996.0	6526.0	3346.0	792.0	4905.0	2786.0	2806.0	1972.0	3566.0	670.0	1509.0	1361.0	976.0	1633.0	1084.0	4183.0	1097.0	4822.0	4012.0	466.0	6222.0	6900.0	5736.0	3566.0	3821.0	314.0	428.0	302.0	2795.0	86905.4	1186336.0	1701162.483214
sub-0259	777.0	647.0	2150.0	1568.0	384.0	2953.0	5112.0	2905.0	707.0	4637.0	2521.0	3096.0	2029.0	3171.0	555.0	1271.0	1304.0	737.0	1475.0	1419.0	3747.0	736.0	4431.0	3561.0	606.0	5183.0	6702.0	4916.0	3396.0	3191.0	296.0	477.0	334.0	2200.0	79175.2	1079535.0	1423621.47778
sub-0260	917.0	812.0	2202.0	1563.0	294.0	2742.0	4720.0	2840.0	924.0	5240.0	2669.0	2909.0	1911.0	3492.0	556.0	1381.0	1382.0	942.0	1253.0	1403.0	4079.0	1225.0	4326.0	3778.0	533.0	6496.0	6569.0	4744.0	3817.0	3501.0	317.0	475.0	316.0	1873.0	82166.8	1135008.0	1549070.355407
sub-0261	1031.0	877.0	2840.0	1609.0	328.0	3272.0	7277.0	3157.0	1017.0	5643.0	2793.0	3036.0	2165.0	3447.0	655.0	1722.0	1658.0	803.0	1568.0	1421.0	4272.0	1243.0	5714.0	3585.0	781.0	6305.0	7899.0	5514.0	3765.0	3431.0	300.0	418.0	334.0	2171.0	92050.3	1290704.0	1778024.276075
sub-0262	859.0	702.0	2556.0	1602.0	327.0	2962.0	5061.0	3072.0	761.0	5193.0	2849.0	3303.0	1830.0	3674.0	617.0	1348.0	1295.0	742.0	1532.0	1537.0	3812.0	1177.0	4761.0	3820.0	531.0	5762.0	6349.0	4888.0	3392.0	3329.0	255.0	428.0	299.0	2171.0	82787.1	1125966.0	1553003.841713
sub-0263	922.0	679.0	2339.0	1609.0	388.0	2709.0	4300.0	2591.0	831.0	4325.0	2314.0	2762.0	1811.0	3167.0	534.0	1537.0	1308.0	769.0	1211.0	1480.0	3649.0	1184.0	4655.0	3908.0	474.0	5853.0	6986.0	5404.0	3325.0	3394.0	298.0	409.0	239.0	2196.0	79557.9	1080499.0	1472205.755552
sub-0264	761.0	655.0	2109.0	1824.0	351.0	2538.0	4295.0	2543.0	752.0	4809.0	2423.0	3557.0	1759.0	2828.0	656.0	1265.0	1156.0	712.0	1377.0	1774.0	3527.0	930.0	3882.0	3258.0	499.0	6005.0	5706.0	4506.0	3122.0	3131.0	286.0	375.0	253.0	1749.0	75373.1	1015435.0	1303656.409511
sub-0265	1019.0	905.0	2479.0	1785.0	534.0	3365.0	5293.0	3407.0	879.0	5688.0	2711.0	3616.0	2000.0	3604.0	661.0	1737.0	1525.0	934.0	2185.0	1571.0	4301.0	1421.0	5062.0	4399.0	740.0	7429.0	7612.0	5725.0	4343.0	3826.0	340.0	503.0	392.0	2704.0	94652.4	1256611.0	1811106.621281
sub-0266	914.0	604.0	1933.0	1556.0	347.0	2711.0	4462.0	2688.0	758.0	4695.0	2591.0	2786.0	1979.0	3004.0	538.0	1161.0	1444.0	701.0	1597.0	1573.0	3282.0	876.0	4317.0	3846.0	544.0	4983.0	6247.0	5105.0	3400.0	3218.0	329.0	369.0	316.0	1939.0	76812.8	1029660.0	1365548.535097
sub-0267	884.0	846.0	1932.0	1735.0	388.0	3054.0	4887.0	3141.0	830.0	4889.0	2255.0	3043.0	1794.0	3319.0	603.0	1351.0	1164.0	674.0	1170.0	1709.0	3668.0	1278.0	4350.0	3879.0	620.0	5252.0	6229.0	5521.0	3495.0	2731.0	288.0	447.0	242.0	2062.0	79729.0	1104830.0	1538283.909051
sub-0268	828.0	905.0	2237.0	1616.0	536.0	3615.0	6622.0	3927.0	1039.0	5152.0	2841.0	3154.0	2182.0	3880.0	646.0	1587.0	1659.0	859.0	2025.0	1515.0	4391.0	1336.0	5051.0	5068.0	821.0	7606.0	6785.0	7144.0	4035.0	4744.0	397.0	500.0	392.0	3025.0	98115.9	1297075.0	1886460.890432
sub-0269	1004.0	526.0	2051.0	1828.0	363.0	3249.0	5604.0	3589.0	907.0	5096.0	3046.0	3665.0	2036.0	3870.0	682.0	1381.0	1308.0	983.0	1445.0	1700.0	3870.0	918.0	4498.0	4030.0	526.0	5915.0	6701.0	6005.0	3727.0	3836.0	313.0	501.0	338.0	2133.0	87640.9	1234664.0	1692848.130355
sub-0270	1115.0	801.0	3240.0	1924.0	464.0	3199.0	5401.0	3515.0	1074.0	6208.0	3614.0	3597.0	2474.0	3778.0	544.0	1641.0	1707.0	1051.0	1713.0	1803.0	4457.0	1383.0	5809.0	4611.0	878.0	7346.0	9771.0	6169.0	4088.0	4408.0	319.0	402.0	334.0	2557.0	101392.0	1303633.0	1840623.610212
sub-0271	1015.0	893.0	2832.0	1799.0	349.0	2824.0	6118.0	2854.0	1033.0	5927.0	3216.0	3011.0	2167.0	3902.0	522.0	1463.0	1909.0	1000.0	1892.0	1573.0	4643.0	1587.0	5797.0	3424.0	840.0	7332.0	8828.0	4820.0	4237.0	3838.0	316.0	477.0	382.0	2445.0	95258.1	1292012.0	1829698.740089
sub-0272	1040.0	787.0	2628.0	1921.0	256.0	3374.0	5435.0	3517.0	1236.0	5301.0	2898.0	3750.0	2145.0	3833.0	754.0	1602.0	1948.0	801.0	1962.0	1987.0	4445.0	1504.0	5398.0	4737.0	506.0	7489.0	8553.0	6048.0	4300.0	4334.0	308.0	454.0	345.0	2895.0	98481.9	1277783.0	1715586.982962
sub-0273	753.0	753.0	2783.0	1831.0	316.0	2252.0	4632.0	2343.0	825.0	4679.0	2616.0	3608.0	1704.0	3457.0	611.0	1734.0	1148.0	928.0	1325.0	1651.0	4327.0	1274.0	4949.0	3772.0	563.0	5874.0	7994.0	5032.0	3775.0	3843.0	257.0	387.0	317.0	2427.0	84605.3	1156981.0	1606922.057936
sub-0274	1319.0	618.0	2497.0	1619.0	511.0	3154.0	6007.0	3385.0	874.0	4997.0	2890.0	3215.0	2021.0	3953.0	743.0	1483.0	1253.0	775.0	1403.0	1203.0	5485.0	1055.0	4691.0	4553.0	669.0	6013.0	8006.0	5834.0	4090.0	4435.0	312.0	502.0	337.0	2403.0	92290.9	1267420.0	1778008.413165
sub-0275	888.0	595.0	2293.0	1502.0	379.0	3021.0	5514.0	3683.0	999.0	4973.0	2940.0	3140.0	2118.0	3867.0	662.0	1741.0	1576.0	847.0	1687.0	1474.0	3843.0	1230.0	4740.0	3980.0	642.0	5516.0	8110.0	5203.0	3582.0	3349.0	307.0	410.0	321.0	2278.0	87404.1	1244418.0	1825083.652215
sub-0276	1207.0	671.0	2380.0	1705.0	476.0	3344.0	5570.0	3402.0	911.0	5726.0	2859.0	3607.0	2050.0	3675.0	696.0	1449.0	1309.0	888.0	1462.0	1593.0	4627.0	1240.0	5032.0	4749.0	549.0	6447.0	7306.0	5909.0	3816.0	4782.0	321.0	411.0	337.0	2470.0	92976.3	1229351.0	1719712.251721
sub-0277	1274.0	888.0	2653.0	1903.0	422.0	3506.0	6212.0	4022.0	1349.0	6639.0	3437.0	3686.0	2756.0	4616.0	697.0	2023.0	2863.0	1121.0	1988.0	1901.0	4718.0	1655.0	4833.0	5327.0	769.0	8334.0	9511.0	6270.0	4877.0	5238.0	387.0	463.0	455.0	3378.0	110164.0	1551041.0	2268056.882819
sub-0278	799.0	641.0	1867.0	1250.0	402.0	2591.0	4710.0	3291.0	655.0	3964.0	2579.0	2432.0	2050.0	2998.0	574.0	1319.0	1328.0	768.0	1484.0	1075.0	3367.0	798.0	4363.0	3537.0	607.0	5602.0	6359.0	4567.0	3184.0	2944.0	291.0	423.0	277.0	1820.0	74892.0	1047619.0	1488544.59982
sub-0279	732.0	682.0	1846.0	1528.0	394.0	2959.0	3937.0	3293.0	497.0	4432.0	2491.0	2727.0	1799.0	2992.0	603.0	1289.0	1217.0	656.0	1458.0	1476.0	3480.0	806.0	4098.0	4069.0	589.0	5279.0	5747.0	5804.0	3389.0	3476.0	323.0	451.0	413.0	2136.0	77062.5	1023839.0	1373484.306314
sub-0280	872.0	611.0	2325.0	1549.0	557.0	3209.0	5350.0	3231.0	943.0	5503.0	3306.0	3630.0	2147.0	3467.0	628.0	1889.0	1589.0	981.0	1585.0	1752.0	4483.0	1395.0	5460.0	4612.0	824.0	6690.0	7249.0	6416.0	4456.0	4980.0	295.0	538.0	400.0	2454.0	95370.4	1330372.0	1893358.983374
sub-0281	1110.0	719.0	2366.0	1678.0	493.0	3945.0	6429.0	4232.0	1007.0	5867.0	3386.0	3179.0	2258.0	4542.0	838.0	1552.0	1511.0	1078.0	1706.0	1608.0	4063.0	1388.0	4945.0	4684.0	921.0	6785.0	7748.0	5818.0	4602.0	4909.0	393.0	543.0	341.0	2542.0	99185.2	1424985.0	2065409.324297
sub-0282	972.0	871.0	2506.0	1701.0	509.0	3088.0	6606.0	3661.0	883.0	5339.0	3104.0	3359.0	2275.0	3394.0	647.0	1564.0	1422.0	959.0	1409.0	1756.0	3682.0	1366.0	5040.0	3559.0	755.0	6657.0	8937.0	4736.0	4390.0	3493.0	305.0	612.0	416.0	2649.0	92503.9	1214162.0	1722291.513256
sub-0283	1432.0	1120.0	2610.0	1726.0	564.0	3743.0	6528.0	3768.0	1048.0	6668.0	3370.0	3681.0	2045.0	4127.0	758.0	1615.0	1584.0	1026.0	1368.0	1749.0	5166.0	1160.0	5399.0	4797.0	924.0	7243.0	7671.0	6196.0	4335.0	4931.0	332.0	582.0	369.0	2661.0	102276.0	1378249.0	1698242.011962
sub-0284	853.0	450.0	1896.0	1410.0	357.0	2920.0	4676.0	2960.0	753.0	4906.0	2609.0	2703.0	1745.0	3358.0	591.0	1676.0	1107.0	712.0	1260.0	1265.0	3547.0	887.0	4264.0	3424.0	373.0	4533.0	6698.0	4827.0	3259.0	3164.0	283.0	434.0	295.0	2060.0	76248.4	1049125.0	1503604.28189
sub-0285	727.0	680.0	2366.0	2092.0	400.0	2554.0	5465.0	2599.0	923.0	5400.0	2595.0	3621.0	1899.0	3333.0	743.0	1422.0	1334.0	976.0	1556.0	1957.0	3383.0	1055.0	4587.0	3410.0	541.0	6442.0	7230.0	5259.0	3555.0	3354.0	328.0	458.0	285.0	2527.0	85050.8	1128583.0	1638764.861385
sub-0286	855.0	755.0	1811.0	1892.0	330.0	2622.0	3801.0	2883.0	996.0	5753.0	2662.0	3636.0	1776.0	3028.0	558.0	1377.0	1384.0	785.0	1433.0	1733.0	3886.0	1048.0	4427.0	3054.0	568.0	5110.0	6689.0	4472.0	3534.0	2612.0	294.0	436.0	285.0	2122.0	78593.4	1071869.0	1446301.714345
sub-0287	886.0	755.0	1943.0	1444.0	391.0	2995.0	5089.0	3555.0	933.0	5511.0	3013.0	3231.0	1866.0	3596.0	620.0	1398.0	1418.0	1037.0	1601.0	1377.0	3758.0	1175.0	4290.0	4134.0	639.0	5925.0	7019.0	5320.0	3305.0	2997.0	312.0	395.0	300.0	2292.0	84434.2	1115196.0	1580849.982225
sub-0288	1206.0	608.0	2406.0	1693.0	344.0	3523.0	5793.0	3812.0	1131.0	5643.0	3254.0	3146.0	2157.0	4250.0	679.0	1528.0	1678.0	986.0	1822.0	1383.0	3825.0	1174.0	4548.0	4357.0	629.0	6833.0	8822.0	5110.0	3988.0	3851.0	339.0	453.0	369.0	2270.0	93606.0	1330418.0	1777087.302429
sub-0289	1003.0	723.0	2651.0	1643.0	415.0	3140.0	5390.0	3288.0	762.0	5563.0	2923.0	3454.0	2111.0	3401.0	643.0	1743.0	1317.0	845.0	2044.0	1563.0	4487.0	1333.0	5251.0	4144.0	669.0	6725.0	8304.0	5137.0	3782.0	4030.0	317.0	473.0	391.0	2524.0	92183.8	1247890.0	1741714.316822
sub-0290	823.0	769.0	2040.0	1540.0	353.0	2472.0	4728.0	2945.0	639.0	4380.0	2477.0	2623.0	1922.0	3032.0	598.0	1215.0	1185.0	672.0	1412.0	1310.0	3640.0	1108.0	4533.0	3505.0	609.0	5366.0	5821.0	5320.0	3420.0	3763.0	294.0	436.0	302.0	2050.0	77302.5	1099689.0	1553190.411717
sub-0291	894.0	770.0	2096.0	1667.0	496.0	3066.0	5069.0	3174.0	770.0	5001.0	2816.0	3151.0	2035.0	3794.0	581.0	1319.0	1437.0	870.0	1771.0	1503.0	3665.0	1124.0	4970.0	4046.0	441.0	5874.0	6337.0	5623.0	3672.0	3568.0	346.0	509.0	363.0	2244.0	85058.9	1136647.0	1611606.795107
sub-0292	984.0	593.0	2021.0	1722.0	368.0	3137.0	5670.0	3349.0	998.0	4825.0	3031.0	3368.0	1959.0	3949.0	604.0	1651.0	1278.0	990.0	1363.0	1476.0	3991.0	1141.0	4859.0	3687.0	537.0	6237.0	7658.0	4769.0	3832.0	3792.0	332.0	407.0	367.0	2138.0	87085.0	1194591.0	1671980.017191
sub-0293	1259.0	1021.0	2553.0	2221.0	495.0	3948.0	5741.0	4222.0	1189.0	6274.0	3652.0	3774.0	2588.0	4185.0	798.0	1866.0	2190.0	1070.0	2494.0	2088.0	4944.0	1723.0	5779.0	4261.0	890.0	7225.0	8717.0	5763.0	4525.0	4300.0	327.0	612.0	321.0	2859.0	105873.0	1434713.0	1955946.824346
sub-0294	1114.0	873.0	2698.0	1938.0	537.0	3277.0	6337.0	3829.0	1133.0	5351.0	3050.0	3612.0	2472.0	4626.0	722.0	2109.0	1775.0	1154.0	1632.0	1845.0	4984.0	1556.0	5741.0	5362.0	774.0	8107.0	9077.0	6431.0	4743.0	4456.0	353.0	385.0	338.0	2615.0	104989.0	1385447.0	1895830.258259
sub-0295	801.0	706.0	2337.0	1416.0	353.0	3148.0	5366.0	3261.0	820.0	4490.0	2765.0	2858.0	1917.0	3324.0	588.0	1264.0	1690.0	760.0	1625.0	1196.0	3970.0	1147.0	4509.0	3352.0	504.0	5717.0	6865.0	5702.0	3205.0	3519.0	272.0	423.0	259.0	1881.0	81994.1	1061577.0	1044922.523672
sub-0296	1206.0	759.0	1916.0	1742.0	307.0	3099.0	6265.0	3845.0	767.0	5173.0	2636.0	3293.0	2073.0	3898.0	722.0	1640.0	1485.0	828.0	1525.0	1711.0	4227.0	1253.0	4990.0	3980.0	642.0	5158.0	7351.0	5335.0	4230.0	4359.0	278.0	458.0	410.0	2371.0	89923.0	1290669.0	1799492.189905
sub-0297	1082.0	909.0	2740.0	1671.0	481.0	3437.0	6535.0	3789.0	1008.0	5925.0	2876.0	3252.0	2277.0	4153.0	554.0	1742.0	1667.0	761.0	1554.0	1449.0	4365.0	1502.0	5103.0	4721.0	640.0	7074.0	8297.0	5545.0	4032.0	3677.0	362.0	418.0	358.0	2714.0	96648.4	1259383.0	1768747.200958
sub-0298	891.0	931.0	2290.0	1654.0	386.0	3330.0	5777.0	3351.0	817.0	5201.0	2909.0	2793.0	1873.0	3681.0	655.0	1490.0	1361.0	720.0	1699.0	1198.0	4150.0	1404.0	4666.0	4195.0	815.0	5740.0	7488.0	5537.0	3985.0	3938.0	262.0	442.0	386.0	2292.0	88264.7	1101062.0	1100559.198054
sub-0299	1073.0	846.0	2583.0	1663.0	338.0	3421.0	6249.0	4119.0	871.0	4601.0	2825.0	3118.0	2096.0	4257.0	800.0	1640.0	1585.0	842.0	1457.0	1570.0	4047.0	1366.0	5376.0	4845.0	579.0	6764.0	7528.0	5467.0	4302.0	4294.0	328.0	427.0	394.0	2618.0	94271.2	1316643.0	1852849.323749
sub-0300	879.0	749.0	2134.0	1568.0	414.0	3122.0	5151.0	3033.0	805.0	5089.0	3169.0	3368.0	1938.0	3508.0	733.0	1485.0	1225.0	1054.0	1744.0	1330.0	4050.0	1356.0	4828.0	4285.0	689.0	7158.0	8776.0	5745.0	3678.0	4493.0	340.0	475.0	388.0	2674.0	91431.9	1299099.0	1811437.062803
sub-0301	857.0	561.0	1583.0	1563.0	445.0	3032.0	4512.0	3154.0	714.0	5378.0	2914.0	3027.0	1913.0	3090.0	602.0	1401.0	1295.0	968.0	1661.0	1395.0	3433.0	1007.0	4237.0	3975.0	480.0	6211.0	7032.0	4892.0	3540.0	3840.0	304.0	406.0	305.0	2214.0	81943.2	1109793.0	1530780.054177
sub-0302	802.0	501.0	1733.0	1326.0	317.0	2368.0	4988.0	2261.0	758.0	4473.0	2143.0	2514.0	1534.0	2741.0	518.0	1457.0	942.0	601.0	1021.0	1149.0	3048.0	947.0	3862.0	3027.0	419.0	4658.0	6110.0	4165.0	2822.0	2709.0	281.0	380.0	252.0	1665.0	68483.2	920232.0	1261135.235372
sub-0303	829.0	619.0	1988.0	1609.0	322.0	3094.0	5012.0	2637.0	724.0	5689.0	2377.0	2784.0	1670.0	2956.0	562.0	1743.0	1393.0	854.0	1739.0	1441.0	3213.0	1158.0	4859.0	3090.0	607.0	5094.0	6727.0	5780.0	3349.0	2646.0	281.0	409.0	266.0	1985.0	79419.8	1055141.0	1525717.783803
sub-0304	1123.0	990.0	2581.0	1742.0	391.0	3009.0	6220.0	2986.0	1038.0	4572.0	2386.0	3227.0	1725.0	3600.0	569.0	1424.0	1074.0	746.0	1307.0	1654.0	4175.0	1214.0	5256.0	3735.0	729.0	5961.0	7668.0	5120.0	3662.0	3210.0	311.0	467.0	322.0	1929.0	86121.6	1166596.0	1603015.907296
sub-0305	1017.0	675.0	2516.0	1528.0	487.0	3133.0	5782.0	4009.0	984.0	6068.0	2976.0	3414.0	2053.0	3977.0	570.0	1410.0	2081.0	995.0	2366.0	1264.0	4102.0	1351.0	4585.0	4703.0	706.0	6801.0	6659.0	6333.0	3935.0	4135.0	328.0	545.0	367.0	2577.0	94426.3	1296591.0	1806695.18162
sub-0306	876.0	815.0	2165.0	1656.0	386.0	3202.0	5631.0	3486.0	772.0	5309.0	3290.0	3003.0	2185.0	4133.0	538.0	1674.0	1401.0	1057.0	1968.0	1915.0	3704.0	1339.0	4721.0	4239.0	733.0	6577.0	7222.0	5974.0	3969.0	4164.0	337.0	510.0	308.0	2170.0	91415.1	1231645.0	1812511.328427
sub-0307	935.0	734.0	2298.0	1955.0	435.0	3040.0	5061.0	2579.0	1147.0	5751.0	2465.0	3995.0	1784.0	3296.0	577.0	1580.0	1289.0	907.0	1598.0	2256.0	3433.0	1178.0	4836.0	3720.0	693.0	6368.0	7793.0	5024.0	3807.0	3850.0	248.0	480.0	313.0	2317.0	87740.1	1139583.0	1467956.327931
sub-0308	644.0	664.0	1639.0	1605.0	334.0	2624.0	3792.0	2683.0	723.0	5285.0	2540.0	3084.0	1905.0	2770.0	588.0	1286.0	1311.0	740.0	1883.0	1751.0	3633.0	1250.0	4092.0	3100.0	613.0	5195.0	5954.0	4650.0	3226.0	3069.0	330.0	306.0	332.0	2096.0	75696.7	984859.0	1382927.347407
sub-0309	762.0	693.0	1948.0	1873.0	445.0	3159.0	4645.0	2700.0	833.0	5592.0	2873.0	3315.0	1782.0	2825.0	651.0	1260.0	1187.0	851.0	1280.0	1866.0	3655.0	1111.0	4255.0	4018.0	612.0	4640.0	6341.0	5503.0	3180.0	3276.0	285.0	344.0	325.0	2160.0	80234.7	1045188.0	1413799.606055
sub-0310	977.0	621.0	2430.0	1778.0	467.0	4162.0	6009.0	4448.0	931.0	6063.0	3123.0	2761.0	2238.0	4328.0	809.0	1847.0	1345.0	1052.0	1809.0	1352.0	3868.0	1551.0	5093.0	4332.0	600.0	6863.0	8218.0	6603.0	4172.0	5055.0	336.0	519.0	341.0	2705.0	98792.7	1342970.0	1973327.379799
sub-0311	1020.0	539.0	1705.0	1655.0	393.0	2673.0	5096.0	3208.0	920.0	4430.0	2745.0	3203.0	1849.0	3503.0	482.0	1388.0	1438.0	892.0	1580.0	1717.0	3939.0	1172.0	4174.0	3757.0	544.0	5014.0	5831.0	4669.0	3316.0	3770.0	316.0	433.0	317.0	2123.0	79799.3	1090850.0	1095656.506411
sub-0312	878.0	551.0	1690.0	1643.0	343.0	2425.0	5568.0	3085.0	827.0	5179.0	2676.0	3171.0	1644.0	3421.0	642.0	1289.0	1342.0	819.0	1408.0	1707.0	3652.0	943.0	3772.0	4053.0	473.0	5899.0	6130.0	5515.0	3160.0	3218.0	305.0	401.0	269.0	2106.0	80205.3	1031254.0	1442395.572311
sub-0313	843.0	680.0	2170.0	1387.0	445.0	2933.0	4717.0	3195.0	882.0	4294.0	2974.0	2803.0	2100.0	3701.0	549.0	1938.0	1333.0	924.0	2003.0	1295.0	4411.0	1293.0	5585.0	4138.0	711.0	6424.0	8360.0	5370.0	3822.0	3831.0	272.0	420.0	318.0	2340.0	88457.9	1173618.0	1662143.352112
sub-0314	964.0	1168.0	2892.0	1884.0	467.0	3219.0	6319.0	3606.0	1085.0	5676.0	3325.0	3909.0	2400.0	3887.0	577.0	1622.0	1541.0	827.0	1538.0	1895.0	4408.0	1637.0	4547.0	3539.0	733.0	6452.0	7628.0	4818.0	3907.0	4127.0	341.0	589.0	299.0	2151.0	93977.1	1249507.0	1629078.19898
sub-0315	978.0	643.0	1997.0	1762.0	410.0	3793.0	5522.0	3373.0	973.0	5417.0	3058.0	3233.0	2087.0	3614.0	625.0	1677.0	1335.0	825.0	1557.0	1804.0	4467.0	1167.0	4600.0	4530.0	613.0	6577.0	7697.0	5631.0	4213.0	4954.0	320.0	391.0	421.0	2295.0	92557.8	1216687.0	1775747.172576
sub-0316	1095.0	818.0	2353.0	1508.0	405.0	3268.0	5047.0	3312.0	792.0	4029.0	2803.0	2749.0	2228.0	3418.0	583.0	1738.0	1114.0	939.0	1634.0	1311.0	4477.0	1496.0	5423.0	4211.0	525.0	6513.0	8740.0	5298.0	4097.0	4823.0	327.0	523.0	342.0	2317.0	90255.5	1290899.0	1761444.42975
sub-0317	1155.0	863.0	3092.0	2035.0	420.0	3850.0	6200.0	4203.0	1040.0	6436.0	3371.0	3479.0	2327.0	4391.0	702.0	1671.0	1809.0	897.0	1631.0	1796.0	5101.0	1359.0	5692.0	4273.0	724.0	6560.0	8254.0	5867.0	4289.0	4600.0	242.0	444.0	417.0	2326.0	101509.0	1334427.0	1905293.603416
sub-0318	866.0	590.0	2491.0	1417.0	388.0	3063.0	5027.0	3054.0	737.0	4574.0	2997.0	2781.0	2102.0	3374.0	695.0	1540.0	1478.0	980.0	1782.0	1158.0	4338.0	1203.0	5014.0	3875.0	659.0	6433.0	7940.0	6702.0	4020.0	4241.0	303.0	400.0	459.0	2192.0	88869.3	1204485.0	1753760.066739
sub-0319	810.0	732.0	2022.0	1668.0	333.0	2714.0	4355.0	3181.0	1001.0	5363.0	2294.0	3433.0	1895.0	3490.0	577.0	1314.0	1415.0	698.0	1427.0	1795.0	3818.0	1174.0	4691.0	3470.0	535.0	5085.0	6659.0	4689.0	3264.0	3028.0	309.0	416.0	292.0	2170.0	80118.6	1153340.0	1586919.704336
sub-0320	907.0	637.0	2310.0	1261.0	438.0	2845.0	6634.0	2825.0	802.0	5103.0	2169.0	3026.0	1898.0	3236.0	585.0	1463.0	1374.0	814.0	1479.0	1330.0	3605.0	1170.0	4897.0	3663.0	586.0	5457.0	7070.0	5110.0	3590.0	3424.0	311.0	476.0	300.0	2242.0	83029.4	1093266.0	1543929.478812
sub-0321	1005.0	577.0	2456.0	1612.0	334.0	2529.0	4880.0	2786.0	1015.0	5103.0	2730.0	2900.0	1967.0	3462.0	600.0	1440.0	1115.0	780.0	1382.0	1674.0	4153.0	1096.0	4519.0	3783.0	600.0	6416.0	7154.0	4996.0	4263.0	3985.0	327.0	413.0	315.0	2448.0	84812.3	1159574.0	1479494.279616
sub-0322	928.0	693.0	2090.0	1606.0	577.0	3355.0	5087.0	4096.0	786.0	5810.0	2840.0	3113.0	2085.0	3472.0	554.0	1275.0	1430.0	877.0	1512.0	1598.0	4118.0	1124.0	4634.0	4305.0	518.0	6331.0	6013.0	5709.0	3606.0	3832.0	347.0	482.0	303.0	2195.0	87298.6	1152045.0	1627207.896722
